ticker,sector,ret,carbon_intensity,log_carbon,log_size,bm,month
XOM,Energy,-13.241696666514235,447.2347139765763,6.103083543999447,14.428331753617844,0.2508522442576024,2018-02
XOM,Energy,-0.4846213326523685,462.95377076201385,6.137627201934897,14.30036084584913,0.5346361851702364,2018-03
XOM,Energy,4.208550258216182,480.4605971281605,6.174745221152236,14.180510550840326,0.5770634759457673,2018-04
XOM,Energy,4.488796408286122,445.31693250553326,6.098786236544169,13.590118746502693,0.3232285127597734,2018-05
XOM,Energy,2.8662264176784413,445.3172608610164,6.098786973896239,14.08748145614522,0.5307450211891056,2018-06
XOM,Energy,-1.474686560895222,481.58425631014785,6.177081203074363,14.126446859264515,0.5116417436892,2018-07
XOM,Energy,-1.643942637150153,465.3486945830582,6.142787005390992,13.89666548291709,0.27140594043387534,2018-08
XOM,Energy,7.143469659737733,440.61051228130094,6.088161293097014,14.217161261694894,0.5715574720696567,2018-09
XOM,Energy,-6.28085251322158,460.8512008717193,6.133075216211952,14.49982954593517,0.6121569052736469,2018-10
XOM,Energy,-0.2259463703261133,440.73164614375077,6.088436178082498,15.240897068133165,0.7166102486350554,2018-11
XOM,Energy,-13.356910496717433,440.68540492859483,6.088331253370315,14.385093023943819,0.7107604104069806,2018-12
XOM,Energy,7.464473461690102,454.8392454313207,6.119944049779068,14.426579312889281,0.22446612640858177,2019-01
XOM,Energy,7.846599626653661,411.73439510684403,6.020378469388368,14.260581159644817,0.31243499201697544,2019-02
XOM,Energy,3.3747201283495842,415.50164334973937,6.029486569401374,13.338418509878379,0.603007053441732,2019-03
XOM,Energy,-0.6435882776526292,438.75424941518054,6.083939460009939,14.28454717980329,0.6027571901824418,2019-04
XOM,Energy,-11.846009675288904,429.74337759331155,6.063188234239191,14.327919222498412,0.6030095372612096,2019-05
XOM,Energy,9.521484933715962,456.2849466519055,6.12311749736486,15.529425173770543,1.2705462981309443,2019-06
XOM,Energy,-2.9622826296677895,431.83951848957577,6.068054034248639,14.201623635137338,0.6141781021386334,2019-07
XOM,Energy,-7.907471015652911,421.75392597329414,6.044422030151677,14.448577788694706,0.7271131280361198,2019-08
XOM,Energy,4.392451109033368,479.3129753784311,6.172353777316854,14.280448232675278,0.6908003526986405,2019-09
XOM,Energy,-4.305335146733736,445.4844739902693,6.099162395552203,13.713465098718133,0.6302782502611596,2019-10
XOM,Energy,0.8287675516646997,451.35056409375846,6.112244341535692,14.86921552478541,0.43694615107193086,2019-11
XOM,Energy,3.6570260734214877,421.50503627573084,6.043831725830151,14.673770633871287,0.6517938440986535,2019-12
XOM,Energy,-10.97733706928594,439.1123455094963,6.084755292657514,14.693320091049422,0.3454349570924856,2020-01
XOM,Energy,-17.19254146209507,452.21845179419734,6.1141653635098345,13.84311039013053,0.45263627865199824,2020-02
XOM,Energy,-25.12612309424621,426.9801284515539,6.056737474561535,14.999201272995949,0.4029272904341793,2020-03
XOM,Energy,22.386075050579013,457.51396036691347,6.125807398713218,13.596878586131758,0.5163748278772645,2020-04
XOM,Energy,-2.151910533427792,437.9872262016239,6.082189746027938,14.591232664428034,0.9629317133347017,2020-05
XOM,Energy,0.2574990209581074,444.16612500413447,6.09619864786826,15.393031930432889,0.12654696148165034,2020-06
XOM,Energy,-5.903426052959826,437.96586775541203,6.082140979840881,13.802535954962556,0.6372520380749027,2020-07
XOM,Energy,-5.085539769964509,487.04556369017877,6.1883576786448975,14.014655252726513,0.17745682576206967,2020-08
XOM,Energy,-12.35035882799298,449.7300555052413,6.1086475261113575,14.34762980007172,0.40561362684211333,2020-09
XOM,Energy,-4.981075337934893,428.84578142088196,6.061097370430794,14.0460662904698,0.7177901193934733,2020-10
XOM,Energy,16.89147526957855,466.4508982420638,6.145152759103612,13.522472401994833,0.5128560038190926,2020-11
XOM,Energy,10.712022301333013,425.58312700057957,6.053460292036138,14.332085604930914,0.28445104441413877,2020-12
XOM,Energy,8.782141542643584,454.1772719000951,6.118487588569346,13.766652260664847,0.3569392581480063,2021-01
XOM,Energy,21.25334429508028,410.8065975224045,6.018122538106561,14.534600332845491,0.6359195497869352,2021-02
XOM,Energy,4.429128669847615,423.4362790220314,6.048403040013557,13.838092000410999,0.35392667365657265,2021-03
XOM,Energy,2.525534717185862,453.9372247173825,6.117958916933341,15.072771320036669,0.543291717916395,2021-04
XOM,Energy,1.9741433207372205,464.7693315999082,6.14154122143289,13.906177471359781,0.5091143679807627,2021-05
XOM,Energy,9.643557881744446,453.4273656237994,6.116835092722715,14.136773359425062,0.36967993047883657,2021-06
XOM,Energy,-8.734934388334924,447.6870343522352,6.104094404256268,14.704562726212734,0.9287888178650652,2021-07
XOM,Energy,-5.29789831666797,443.97792608821425,6.095774845178807,13.682371959310922,0.6267838044636023,2021-08
XOM,Energy,9.519958699370967,420.4295601926515,6.041276950975789,14.411534084829965,0.09497148266847855,2021-09
XOM,Energy,9.6055784959308,435.6031158321058,6.07673154399949,14.951375494669113,0.5372908629538855,2021-10
XOM,Energy,-7.181645788840074,440.78722458080426,6.08856227507026,13.494062500247285,0.3676427070463224,2021-11
XOM,Energy,3.630250591497153,471.14244452437833,6.1551604782817515,14.390121046794052,0.6704866669592449,2021-12
XOM,Energy,24.137955978339054,456.87236579136925,6.124404064777696,14.427745514652111,0.34149585231345986,2022-01
XOM,Energy,3.238549512453104,414.7391968927453,6.027649881456442,14.688715553416555,0.4770527117066202,2022-02
XOM,Energy,6.485037013489592,456.4816793878959,6.123548566453988,13.679328762088858,0.6009974557960914,2022-03
XOM,Energy,3.220740428514701,442.2983543916737,6.091984664296873,13.637575810985762,0.6731510388340243,2022-04
XOM,Energy,12.60997856556707,436.4615599938808,6.078700307241141,14.55877490033635,0.2599407185888447,2022-05
XOM,Energy,-9.877858120170425,462.2335257768174,6.13607023042569,14.446296454144493,0.43309975283181035,2022-06
XOM,Energy,13.183060551694648,470.61999044991904,6.154050954035182,14.423050542700837,0.4050109377678088,2022-07
XOM,Energy,-1.3824382515146505,468.62560238232396,6.149804160480321,14.471028222276388,0.3693341534852576,2022-08
XOM,Energy,-7.774527998497116,433.21564953554724,6.071235639902646,13.957791756738654,0.8530908480562194,2022-09
XOM,Energy,26.91558121734041,443.8157524829757,6.095409504422375,14.413930966108401,0.5809963421921911,2022-10
XOM,Energy,0.47831012426582387,456.6252686280713,6.1238630734056025,14.44434035417724,0.24782320913299094,2022-11
XOM,Energy,-0.1365755613004227,469.5109025424472,6.151691519981357,13.940628408514716,0.6835723894109552,2022-12
XOM,Energy,5.176789802698156,440.4165152430942,6.087720904697382,15.230691373100278,0.9244312394025267,2023-01
XOM,Energy,-5.25817111763468,446.28682046672367,6.100961840539817,14.534720577983794,0.7064930521102294,2023-02
XOM,Energy,0.5402827924114062,427.8733005198794,6.0588271249344965,13.702152368926575,0.19612600680919728,2023-03
XOM,Energy,7.915373913673318,426.0758675183866,6.054617423178902,14.626080921844814,0.4031531854267497,2023-04
XOM,Energy,-13.655566469090118,466.25051644788397,6.144723078620434,13.810463282414238,0.7533822298373245,2023-05
XOM,Energy,5.872614826510403,477.1248005714165,6.167778093085566,14.691346419399126,0.3584661068762438,2023-06
XOM,Energy,-0.009318333082219965,448.5597975683933,6.106042000523166,14.877101907031602,0.5887638856292456,2023-07
XOM,Energy,3.683318691849702,470.07065795784047,6.15288301948528,13.887462958352044,0.6549268106858673,2023-08
XOM,Energy,6.61378657063445,457.23272050095267,6.12519249650979,14.77949218215006,0.3146139056843834,2023-09
XOM,Energy,-9.97620080365218,437.0976049078975,6.0801565223481875,14.504194580996149,0.48809492878764,2023-10
XOM,Energy,-2.938125668410574,457.2279121101683,6.125181980166903,14.708834197525144,-0.14825346801381456,2023-11
XOM,Energy,-1.796515179318725,480.76073132931936,6.175369706277622,15.246200608854874,0.295122471733142,2023-12
XOM,Energy,2.8305706139286846,449.28347921780096,6.107654045352898,14.175110059526464,0.4494863697213679,2024-01
XOM,Energy,1.663258306701132,481.29287311628013,6.176475968628851,13.920936035349154,0.2504433636070301,2024-02
